ჯვარიში, ათე ტერიტორიასჷ ოხუუ დო ტობავარჩხილჷცჷნ ფერი, ლეგენდა რე ართ ათეშნერი, ნამუთ მა მაბრუო კლასის ვორდინ თიწკჷმა, ქჷდმავალეს სკოლას.	There is a legend about this territory of Jvari and Tobavarchkhili Lake; I was assigned to record the legend when I was at school, in the eghth grade.
დო ჩქიმი მეზობელ კოჩქ დო მანგარ, ვეფხისტყაოსანც ზეპირო რაგადანდ დო მუ ხოლო ლექსეფს ჭარჷნდჷნ ფერ კოჩქ, გალ სამუშია რდჷ დო თიქ ქჷნმოჭარაფუ დო ათეშნერ რე თე ლეგენდაა:	My neighbor, a great man who knew "The Knight in the Panther's Skin" by heart and he composed verses himself, such a man, it was Gali Samushia, and he told me it; and the legend was the following.
ჯვარშავა მიშუა იშ ყარაჩიშჷ, ყარაჩ ჩრდილოეთ კავკასია რე, ყარაჩაი-ჩერქეზეთის რესპუბლიკა რე ასენ, ყარაჩშევა გილეშუა ოჩოკოჩი, დეემ კოჩი მუდგარენ, ნამუთია ათაქია ქიმიშუა დო გეუვალუანდუა თე მეწონებუდუნი ფერ ძღაბის დო მიდეჸუნანდუა იშო.	Ochokochi [goat-man] used to visit Jvari from Karachi. Karachi is situated in the North Caucasus, which is the Republic of Karachay-Cherkessia presently. He said that it as a giant man who came here, got hold of a girl he liked and took her away.
თეშა მუთუნქ ვემმახვარჷნესია ჯვარელეფც, მუთუნცუ მუთუნით ვამარიებესია თეშა დო ბრელ ხანც იწვალებდესია თაში.	He said that people of Jvari could do nothing to help, could not take over him, and they thus suffered.
დო ამ დროს გამკორჩქინდუა თე დროს თაქი ხოლო ათეჯგურა დევგმირ მიდგარენი კეთილ კოჩქ დო არამხუტუ ჯოხონ ფერ კოჩი, არამხუტუ ჯოხონ.	And, it was then when another giant man appeared, a kindheart man, and the man, Aramkhutu by name, [appeared, Aramkhutu by name.
დო თინა ხოლო ადგილობრივ ვაჸოფე, მარა გამკორჩქინდუა თექ.	He was not a local resident but he appeared.
ჯვარალემქ ქოთხიისია თესჷ, ქჷმმახვარითია.	People of Jvari asked him for help.
ათეჯგუა, ათეჯგუა თაშია, თაშიან, უწუა - ჯგირია ოდო ქჷდოხვადუა წი თი კოჩქ ქჷმორთუან.	They told him everyhting what happened, and he said "all right', and, that year, he met the man when he came there.
თინა გილეშუა ათაქ ოხაჩქუე ჯოხო გვალა დო ეთექ ჯოხო ყვირა.	He walked here there is the mountain named Okhachkue, and there its name is Kvira (the mountain and there).
გიმე ხო მოურც ამარი, ათაქ მაგანა მოურდუ მდინარე დო ათავრეშე რე ყვიირა, ორი ათას მეტრამდეა სიმაღლე, ეურე ოხაჩქუე რე, თენეფ ჟირხოლო ჟიშე გინაჯინექჷნი, სკვამ რენა ჯიმალეფცაჲე.	Running downhill here, there was the river Magana, and, on this side, there is Kvira, two thousand meters high, and, that side, there is Okhachkue. They both stand as brothers, and they are beautiful when look down at them from above.
ხოდა თექ გვალეფც რე ინჭეფი, ასე ხოლო, თის სამკუთხედჷ ათეშნერი ინოსოფილი ადგილეფჷ.	Well, in the mountains, there are wells, lowered spots in a triangular way.
მინ დიხას თირ ხოლო ინოსკიდ ჯიშტი დო ჭყჷშეფ თექ მუდას ინოდვანა, ხორცის შენახჷნა ა მუდგარენეფ ფერ.	In some places, snow remains, there is 'jishti' [snow trapped in the hunnel], and herdsmen keep things there, meat and various things.
თინა ბრელ რე თი გვალასჷთ დო თე გვალასჷთ.	There are a lot of spots like that both over this mountain and over that mountain.
ჸათე ყვირასჷ რე ქუაქანცალია, ეს ცალკე დასრ... თე ლეგენდაშ ბოლოს რე თი ქუაქანცალიაშ გურშენჷ, დაკავშირებულ რე თეწკჷმა.	Over the mountain of Kvira, there is Kvakantsalia. I'll tell you about it at the end of the legend. It is related to this.
