- დო თე კაჭიჭი მუჭომ ჸურძენიდ ან მუ ფერიდ?	What kind of grape was Kachichi? What color was it?
- ჭიფანაა... ჭიფანა ჸურძენ უუღუ.	It has small... small grapes.
ჭიფანა კაკალეფ უღუუ.	It has smaller grapes.
ჯგირ ღვინ უუჩქუ, ჯგირო ქჷდარინუანქი დო, უჩა ღვინი.	Good wine is made of it if you make it properly, red wine.
ხოოდო კაჭიჭიშ უმუშო ადესა ღვინ მუთუნ ვაარე, კოჩანას კაჭიჭჷ არძეენს.	And, without Kachichi, Isabella wine is nothing. It is Kachichi that gives it strength.
ხოო ათეჲ გურშენი დიო კაჭიჭი რე, ადრე მოშმელენს.	And, owing to this, Kachichi is prior. It ripens earlier.
კაჭიჭის დოჭახუნდეს, ქოდარინუანდეს, უკულ ადესას დოწილუნდეს, თის ქუდარინუანდეს დო უკულ ათე ღვინს ართმაჟიას ქუხოლუანდეეს.	Kachichi was squeezed and wine was made. Later, Isabella was squeezed and wine was made. Later, the wines were mixed.
ოოდო თინა უმოსო აუჩარენდუ ადესას.	And, it made Isabella darker.
ადესას ბრელ მუთუ ინა ვაუღ, მუ ჯოხო, ღვინობაჲ დიდ მუთუნ ღირსება ვაუღ ისი დო.	Isabella does not have much that, what do you call it. It does not have much worth of wine.
კაჭიჭ არძენდუ მუჭოთი ძალას არძენდუუ, კოჩანას არძენდ ღვინსი დო ფერს ხოლო არძენდ დო არომატის ხოლო არძენდ.	It was Kachichi that gave it strength, power, and gave it color as well. It have aroma too.
ადესა ჯგირ არომატ უღ, მარა კაჭიჭ გეთმუუძინაანდ ხოლო დო ათე უჩა ღვინი, ართმაჟია ხოლაფირი ჩქიმ ბაღანობას არძას უღუდ.	Isabella has good aroma; however, Kachichi increased it, and, in my childhood, everybody had a mixture of these two wines.
ათაქ ჩქიმ მეზობელეფს, არძას უღუდ თე კაჭიჭ დო ადეს მეტ მუთუნ ვაჩანდ თაქინეშის.	Here, all of my neighbor had Kachichi and Isabella. Nothing else thrived here.
ხოდო ჩეეში ჩაანდუ ხოლო ჩქიმ ბაღანობას.	Well, Cheshi too thrived in my childhood.
ჩეში ჯოხოდუ, ნოვას უძახუნა მაჟიანერო.	Its name was Chemi, also known as Nova.
ჩე ჸურძენიე თენა.	This is a white grape.
ხოოდო ეთიშე ჩე ღვინს ოდგინანდეეს.	And, white wine was made of it.
თის ხოლო მუშ ინა ოკო, გიჩქუდას ოკო მუნერო დაარინუე.	You should be competent how to make it.
ჯგირო ქჷდარინუანქ დო შამპანურჯგურა ღვინ ქოდოდირთუ, მუსით ჯოხო დო.	If you make it well, the wine will be like a champaign as such.
უკულ არ დღა უღ თის, ეთიმ დღას გინაჩირთუ დო მუშით ქოოდოცენს.	And, it has a specific day; if you miss the day, its grapes will fall down.
ოოდო ეთი დღააშახ მუთუნფერო გოწილე ოკო, ნამდა ვადოცუასიი.	You have to manage to pick them on that day not to let them fall down.
- თე ბებ დო ბაბუს მუთუნ წეს უუღუდესო ეშ დორინაფაში განსაკუთრებუჲ?	- Did grandmother and grandfather know a special method for making it?
- უჩქუდეეს, მუნეფს უჩქუდეს.	- They did; they knew it.
ა, ხო ქოიწი ასე, დაჩხირს იკმუურძანდეს.	I did tell you that they set fire near it.
ეთექ მიორჩქიედ, კარს ვაგაჯანდეს, ჩხურუქ ვემილასია დო ეთექ დაჩხირს იკარძანდეეს.	They took care of it there. They did not open the door not to let cold in, and they set fire.
სიტიბა ოკონია ღვიინსი, ჩხურუქ ვამოხვადას ოკონია დო ღვიინსი.	They used to day that wine needed warmth and cold should not reach it.
უჩქუდეს მუ დროს გეუწირუდეს, გეიობეესკო.	They knew when to squeeze it, when to move it into fermenting bottles.
მაგაჲითო, ღვინ ხო ბრეჲხანს ვეშილებე ჭაჭას გაჩემებული, დეძმარებუნია დო.	For exmple, wine should not be left in grape skins and pips; it will turn into vinegar.
უჩქუდეს მუ დროს გეუბუნუდესკო, მუ დროს გინუწირუდესკო ოკოდ.	They knew when to move it to fermenting bottles, when to filter it.
უკულ მაჟიაშა გინოწირდჷდ, თხოლოს მირინუანდუ.	When it got lees on it, they filtered it for the second time.
ფუნაფაას უკულ ბოცაშა დინი..	After fermentation, wine was moved into a demijohn.
ეთექ ხოლო ფუუნდ ღვინ, მშუ გვალეჯგირო.	I remember well that wine kept fermenting in it too.
შანქარს უხოლუანდეს, უშანქარეთ ასე ჩქინ ჸურძენ, ათაქიან ვეერგუ.	Sugar was added to it. Without sugar, our local grape is not worth.
ოოდო სიროპის დაფუნუანდეეს დო ეთის ქუხოლუანდეეს, მუჟამსით დოჭახუნდეს თიმდროსჷ.	Syrup was made and added when grapes were squeezed.
ოოდო გვაჲე ჯგირ ღვინ იშმელეენდუ დო ბაღანეფს ხოლო მარძენდეეს ჭიე ჭიეთ, ფშუუ.	And, very good wine was made, and we, children were allowed to drink a little, as I remember.
თიჯგუა გემუან ღვინ ორდ.	It was such a delicious wine.
