-ჯგიირ, ასე გეგნოვთაათ თქვაან სოფეჲშაა, თქვაან სოფეჲს ჯოხო თარგამეულიი, თე სახეჲქ მუშეენ გიადუუ, მუშეენ გიოდვეეს თე სახეი?	All right. Now let us turn to your village. The name of your village is Targameuli. Why was it named so?
-ანუ თარგამუჲი თაშიეე, მარგაჲურო გეგნიპონაათ, ნამუთ ჯოხოო მოსვანჯეჲი დიხაასჷ, სოდეც ორდუ, უჲი დიხას უძახუუთ ჩქიი - მარგაჲეეფ, სოდეც ქუმოხვაად თე ხალხიშ ართ ართ დასახლებააქ თე ადგიჲს.	Well, Targamui - this is how it translates into Megrelian, which means 'rested land', where there was, this is how we, Megrelians refer to a land where nobody has stepped; this is where these people settled, this place.
ანუ რე თარგამუჲი, ტეხირ მეეურს, ტეხირიშ კვარჩხან დო მარძგვან სანაპიროეეფს ხალხი ცხოვრეენს.	Here is Targameuli; the river Tekhuri flows, people live on the left and right banks of the Tekhuri.
ცხოვრეენდ ადრე საუკუნეეფს გოჲაას, სოდეც ამდღაა ხვაჲე რე შემორჩენიი წმინდა გიორგიშ ეკლესიაა, სოდე ოხვამეეს უძახუდეეს ჩქინ წინაპრეფიი დო თინა ორდუ.	In earlier centuries, they lived in the mountains where presently only St George's church is preseved which our ancestors referred to as a shrine.
სასაფლაო ხოჲო თექი დუ.	There also was a cemetery.
უკუჲ უკუჲ ხალხიიქ თუდო თუდო გიჲეკიინ, თიგურშენ ნამდგა ტეხირ უფრო დიდ მაშტაბიით ორდ გოფაჩიჲი დო წყარი უფრო დიდი რდჷ; მუჭო დეერკუ ტეხიირქჷნი, უფრო თუდო ტეხირს, სანაპიროეფს გეეშენ, გეეშენინ სოფეჲქ.	Later on, people moved downwards because the Tekhuri was spread more widely and water was spread over more territory; as soon as the Tekhuri got lowered, villages appeared on its lower banks.
-თე სოფერს, ანუ მუზმა ხანიე მუთ ანუ რე, ქოიჩქჷნადაა, მუზმა წანაე არსებეენს დო მაგაჲითო მუ გვარიი ხაალხ ცხოვრეენს თააქ დო მუზმა კომლიე?	How long does the village exist? Do you know people of which surnames live here? How many households are there?
-თარგამული მარგაჲურო, ჩეულებრივ თარგამული სოთინ ვაა... ისტორიაას ბრეჲ ვგორი დო ვააჭარ, ნამდგა საწყისი მუდროშე რე, მარა მუჭო თაშინ, ხალხიი ძირითადო თაქ შხვადოშხვა გვარეფი ცხოვრეენს.	Targamuli in Megrelian, normally, Targamuli nowhere... Iooked a lot in history [=sources] and it is not written from which time it exists, but people of various surnames live here.
რე სიტყვაშა მიშველიეფი, ნარუსკუაჲეფიი, რეენა სართანიეეფ, ფარცვანიეეფ, ცავეფი, რე მრავალფეროვნება გვაარს.	For instance, there are Mishvelia, Naroushvili, Partsvania, Tsaava; there is a diversity of surnames.
ძირითად ჩქიინ სოფეჲიში ართ ართ კულტურა, ნამუც რე ბინეხი დო მებინეხეე ხალხ ცხოვრენს თაქ; ნერგიი, ნერგეფი გიშმაჸუნა მარგაჲურ ჯიშეფიი.	The principal culture of our village is vine; vine-growers live here. Vine saplings are growm here, Megrelian breeds.
თაქ ორდ ადრე მარგაჲურ ჯიშეფიშ ართ ართი აკვანიი დუუ.	In the past, it was one of the cradles of Megrelian breeds.
ძირითად სამარგაჲოშეე, მუთ უმრავლეესწილო, მუთ გოოჩაანს ბინეხიინ, თაურეშე მუთმოხვადუუ მომარაგებაა, ჩქინ კუთხუში.	Most of the vineyards in Samegrelo were supplied from here, from our area.
-აი თე სოფერს თქვაან არძაშეე საყვარეი ადგიი ნამუე; ნამ ადგიი გიორა არძაშე მეტო დო მუშენი?	Which is your most favorite place in this village? Which place are you fond of most of all and why?
- ჩქიმ საყვარეი ადგიჲი რე ტეხირპიიჯ დო მაჟია რე ჩქიინ ოხვამეე, სოდეც წმინდა გიორგიშ სახელობაშ ეკლესია მიღუნაა.	My favorite place is a bank of the river Tekhura and another one is our shrine where there is St George's church.
თექ ეკიჲენქჷნ ჟიდოხშეე მთელ, მთეჲი სოფეი მორჩქუუ დო აი თექ შურიიშ სიტიბაას გინაფუჲენქ რაა, ათაშ ქოვთქუათჷ.	When you climb there, the entire village is visible from above and you perceive warmth of soul there, so to say.
-დო თე სოფეერს, აი თუნდაც ოხვამეობა ახსენიით ასე თქვა, რენო თიიწკმა დაკავშირებუჲ მუთუნ თქმულებაა ან გადმოცემა, ნამუთ თი ოხვამეეს უკავშირდებუუ ?	You just mentioned the shrine. Is there any legend associated with the shrine?
- ჩქინ გვარიიშ ართ ართ რე ისტორია მუჭო მიჩქუნან, ჩქინ გვარიიშ, ანუ მფარვეჲი ხატი რე წმიდა გიორგიშ ოხვამე, სოდეც ჩქი ისტორიაშე მუურსუ ნამდგა, ჩქინი გვარი განსაკუთრებუჲი იცვეენდუ წეს ჩვეულებეფს.	As far as I know from the history of my family, the patron icon is St George's church; it has been known historically that our family followed customs in a particular way.
დღესასწაულეფ, წმინდა გიორგობა წანაშე ჟირშაახ რე, ეჩდოსუმ ნოემბერს დო ამშვი მესისჷნ, ჩქინ კუთხუშოთ განსაკუთრებუჲი ათინადჷ ნამდგა, განსაკუთრებუჲი დღესასაული, ნამუსუც ჩქი წმინდა გიორგობას ეთმებღნიშნენთჷ.	Holidays, St George's Day is celebrated twice a year: on November 23 and May 6. For our area it was particular, a particular holiday which we celebrate, St George's Day.
არძა ჩქინ გვარიიშ წარმომადგენეჲი, ასე რე ჩქინ სოფეჲიშ, კურთხუუშ ხალხი.	All representatives of our surname are people from our village.
-ანუ თე დღესასწაულს ანუ მუდროს ათმაღნიიშნეენთ, ეჩდოსუმს თუ ამშვიის?	Well, when was the holiday celebrated, on 23 or 6?
-ეჩდოსუმ ნოემბერს დო ამშვ მაის... მესიის.	On November 23 and May 6.
-ანუ ჟირხოჲო დღესასწაუს ათმაღნიშნენთო?	That is, did you celebrate it twice?
-ჟირხოჲო დღესასწაუულ ეთმეღნიშნეებ ჩვეულებრივო.	We normally celebrate both holidays.
-დო მუს აკეთენთ; ანუ მუჭო ათმაღნიშნენთ, მუს ორთჷთ?	And, what do you do? How do you celebrate it?
-ანუ ეთმეღნიშნეებ ძირითადი რე, მეურსუ, წირვა მეურსუ.	How it is celebrated, a divine service is performed.
საეკლესიო გოფჭოფათჷნ, პაპა მუთმუურსუ დო, ბაბაჩია, ათაშ ქოფთქუათჷნჷ.	As its religious aspect, a priest arrives, a "babachia" [=father], so to say.
მუთმუურს, წირვას აღავლეენს დო უკუჲ ჩვეულებრივ ტრადიციულ ტრაპეზი იმართებუუ.	He arrives, performs a divine service, and afterwards there is a traditional dinner.
მთეჲ სოფეჲიშ ხალხიი, ბაღანეეფ, ახალგაზრდობაა ტრაპეზიის ქიინკუდოხოდუუთ დო ჯვეშ ამბეეფს გოშინა მეურსუ, ჯვეშ წესეფიშ გოშინა მეურსუ დო თააში.	People from all over the village, children, youth join a dinner, and old stories are recollected, old customs are recollected, and so on.
